+--------------------------------------+----------------+----------+---------------+--------------+-----------------+--------------------------------------+---------------+-------+-------------------------------------------------------------------------------------------------------+-----------+--------------------------------------------------------------------------------------------------------+-----------------+-----------+----------------+------------+----------------------------+----------------------------+-------------+------------------+---------+---------+
| table_dir                            | region_id      | table_id | region_number | region_group | region_sequence | file_id                              | index_version | level | file_path                                                                                             | file_size | index_file_path                                                                                        | index_file_size | num_rows  | num_row_groups | num_series | min_ts                     | max_ts                     | sequence    | origin_region_id | node_id | visible |
+--------------------------------------+----------------+----------+---------------+--------------+-----------------+--------------------------------------+---------------+-------+-------------------------------------------------------------------------------------------------------+-----------+--------------------------------------------------------------------------------------------------------+-----------------+-----------+----------------+------------+----------------------------+----------------------------+-------------+------------------+---------+---------+
| data/greptime/nodeexporter/1024/     |  4398063288320 |     1024 |      16777216 |            1 |               0 | 74a3a4ca-f427-4a4c-9864-1da0e2732221 |             0 |     0 | data/greptime/nodeexporter/1024/1024_0000000000/metadata/74a3a4ca-f427-4a4c-9864-1da0e2732221.parquet |      4477 | NULL                                                                                                   |            NULL |        17 |              1 |         17 | 1970-01-01 00:00:00        | 1970-01-01 00:00:00        |       27215 |    4398063288320 |       0 |       1 |
| data/greptime/nodeexporter/1024/     |  4398063288320 |     1024 |      16777216 |            1 |               0 | 9f4df4f8-2bf6-4f45-b9a0-fc6a24d8b44c |             0 |     1 | data/greptime/nodeexporter/1024/1024_0000000000/metadata/9f4df4f8-2bf6-4f45-b9a0-fc6a24d8b44c.parquet |    284581 | NULL                                                                                                   |            NULL |     26448 |              1 |      26448 | 1970-01-01 00:00:00        | 1970-01-01 00:00:00        |       26461 |    4398063288320 |       0 |       1 |
| data/greptime/nodeexporter/1024/     |  4398063288320 |     1024 |      16777216 |            1 |               0 | 9fb414b5-5a85-459f-bac1-2cac3a212e3f |             0 |     1 | data/greptime/nodeexporter/1024/1024_0000000000/metadata/9fb414b5-5a85-459f-bac1-2cac3a212e3f.parquet |     12680 | NULL                                                                                                   |            NULL |       731 |              1 |        731 | 1970-01-01 00:00:00        | 1970-01-01 00:00:00        |       27198 |    4398063288320 |       0 |       1 |
| data/greptime/nodeexporter/1024/     |  4398046511104 |     1024 |             0 |            0 |               0 | de6d8771-17e4-4b35-b382-33abd8d488a5 |             0 |     1 | data/greptime/nodeexporter/1024/1024_0000000000/data/de6d8771-17e4-4b35-b382-33abd8d488a5.parquet     | 407781623 | data/greptime/nodeexporter/1024/1024_0000000000/data/index/de6d8771-17e4-4b35-b382-33abd8d488a5.puffin |          808583 | 297657755 |           2907 |      91781 | 2026-05-04 00:00:00.006000 | 2026-05-04 23:59:59.936000 |  9028998311 |    4398046511104 |       0 |       1 |
| data/greptime/nodeexporter/1024/     |  4398046511104 |     1024 |             0 |            0 |               0 | 29f4bbd4-8cb1-4b86-88ea-824eef324895 |             0 |     1 | data/greptime/nodeexporter/1024/1024_0000000000/data/29f4bbd4-8cb1-4b86-88ea-824eef324895.parquet     | 555048193 | data/greptime/nodeexporter/1024/1024_0000000000/data/index/29f4bbd4-8cb1-4b86-88ea-824eef324895.puffin |          554223 | 238182788 |           2327 |      85902 | 2026-05-12 00:00:00.026000 | 2026-05-12 23:59:59.974000 | 11866689402 |    4398046511104 |       0 |       1 |
| data/greptime/nodeexporter/1024/     |  4398046511104 |     1024 |             0 |            0 |               0 | cb31c635-9e36-4dbd-a025-ef0da42705fd |             0 |     1 | data/greptime/nodeexporter/1024/1024_0000000000/data/cb31c635-9e36-4dbd-a025-ef0da42705fd.parquet     | 554371361 | data/greptime/nodeexporter/1024/1024_0000000000/data/index/cb31c635-9e36-4dbd-a025-ef0da42705fd.puffin |          522433 | 221388842 |           2163 |      78057 | 2026-05-13 00:00:00.062000 | 2026-05-13 23:59:59.961000 | 12293324951 |    4398046511104 |       0 |       1 |
| data/greptime/nodeexporter/1024/     |  4398046511104 |     1024 |             0 |            0 |               0 | e52467da-5c66-4150-967e-3810092b72fe |             0 |     1 | data/greptime/nodeexporter/1024/1024_0000000000/data/e52467da-5c66-4150-967e-3810092b72fe.parquet     |   6624340 | data/greptime/nodeexporter/1024/1024_0000000000/data/index/e52467da-5c66-4150-967e-3810092b72fe.puffin |           73704 |   6195090 |             61 |       3204 | 2026-05-11 00:00:01.021000 | 2026-05-11 23:59:59.186000 | 11442139301 |    4398046511104 |       0 |       1 |
| data/greptime/nodeexporter/1024/     |  4398046511104 |     1024 |             0 |            0 |               0 | 17b1bc5d-a76f-4398-a802-3fb1f4aea9af |             0 |     1 | data/greptime/nodeexporter/1024/1024_0000000000/data/17b1bc5d-a76f-4398-a802-3fb1f4aea9af.parquet     |  85364140 | data/greptime/nodeexporter/1024/1024_0000000000/data/index/17b1bc5d-a76f-4398-a802-3fb1f4aea9af.puffin |          212409 |  65141662 |            637 |      23960 | 2026-05-12 00:00:01.020000 | 2026-05-12 23:59:59.201000 | 11866689402 |    4398046511104 |       0 |       1 |
| data/greptime/nodeexporter/1024/     |  4398046511104 |     1024 |             0 |            0 |               0 | 92425ff0-06e3-40b1-9530-aa80a4e2deaf |             0 |     1 | data/greptime/nodeexporter/1024/1024_0000000000/data/92425ff0-06e3-40b1-9530-aa80a4e2deaf.parquet     | 404148791 | data/greptime/nodeexporter/1024/1024_0000000000/data/index/92425ff0-06e3-40b1-9530-aa80a4e2deaf.puffin |          808717 | 297643236 |           2907 |      91781 | 2026-05-03 00:00:00.002000 | 2026-05-03 23:59:59.981000 |  8700234311 |    4398046511104 |       0 |       1 |
